Expression,Gene/protein,Expression analysis,Expression value,adj P-value,P-value,Virus,Host,Sample,Condition,Methodology,Approach,Reference
Upregulated,RPLP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PPP1CB,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPS5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CTR9,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SEC22B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EHD1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,OLA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TMEM209,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SNAP23,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,INTS3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SMC6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SRPRA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EEF1A2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MAD2L1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MAGEA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,STOM,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,VPS28,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,GATAD2A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,VAMP3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CLNS1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HNRNPUL2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,THUMPD1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UCHL5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UBE2O,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TOP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EIF3E,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ACTA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TRIM24,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BZW1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TROVE2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DNAJC7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TUBG1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PTPN12,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,GBE1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SAFB2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BCAT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TRAF6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PELO,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DNM2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,COPZ1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,JPT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SNIP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TXNRD2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ARMT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PREB,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPRD1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CCAR1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DNTTIP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ABL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ACTN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,LMNB2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CCDC6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,AP3D1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,EMC1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,COQ6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MED12,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,HEMGN,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DDX54,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NUP43,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SCAF1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,HMGCS1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CAPN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NUP93,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CCNT2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
